Symbol,Name,Price,Token
AAKAAR-SM,"AAKAAR MEDICAL TECHNO",88.8,193940225
AAKASH,"AAKASH EXPLORATION SER L",9.19,60161
AARADHYA-ST,"AARADHYA DISPOSAL INDUS L",174.9,194103297
AAREYDRUGS-BE,"AAREY DRUGS & PHARM",81.34,1343489
AARON,"AARON INDUSTRIES",188,263681
AARTECH,"AARTECH SOLONICS",53,4389121
AARTIDRUGS,"AARTI DRUGS",507,1147137
AARTIIND,"AARTI INDUSTRIES",381.2,1793
AARTIPHARM,"AARTI PHARMALABS",835.35,3550209
AARTISURF,"AARTI SURFACTANTS",463.8,4923649
AARTISURF-P1,"AARTI SURFACTANTS",138.1,3102977
AARVEEDEN-BE,"AARVEE DEN. & EXP.",155.52,3526401
AARVI,"AARVI ENCON",123.05,4882689
AATMAJ-SM,"AATMAJ HEALTHCARE",20.05,4342017
AAVAS,"AAVAS FINANCIERS",1628.9,1378561
ABAN-BE,"ABAN OFFSHORE",40.11,1986305
ABB,"ABB INDIA",5151,3329
ABBOTINDIA,"ABBOTT INDIA",29700,4583169
ABCAPITAL,"ADITYA BIRLA CAPITAL",298.1,5533185
ABCL26-N3,"ABCL26-N3",1165,193521153
ABCL28-N6,"ABCL28-N6",1101,193521921
ABCOTS,"A B COTSPIN INDIA",438.6,194337281
ABDL,"ALLIED BLEND N DISTILS L",545,6222849
ABFRL,"ADITYA BIRLA FASHION & RT",84.3,7707649
ABGSEC,"BIRLASLAMC - ABGSEC",110.65,6247425
ABHAPOWER-ST,"ABHA POWER N STEEL",42.7,6985473
ABINFRA,"A B INFRABUILD",198.85,6917121
ABLBL,"ADITYA BIRLA LIFES BRAN L",142.9,193751809
ABMINTLLTD,"ABM INTERNATIONAL",54.41,1420545
ABREL,"ADITYA BIRLA REAL EST",1610,160001
ABSLAMC,"ADIT BIRL SUN LIF AMC",803.95,1540609
ABSLBANETF,"BIRLASLAMC - ABSLBANETF",57.43,3580673
ABSLLIQUID,"BIRLASLAMC - ABSLLIQUID",1000.01,3716609
ABSLNN50ET,"BIRLASLAMC - ABSLNN50ET",71.55,1878785
ABSLPSE,"BIRLASLAMC-ABSLPSE",10.06,6094337
ABSMARINE-SM,"ABS MARINE SERVICES",176.05,6088449
ACC,"ACC",1875,5633
ACCELYA,"ACCELYA SOLN INDIA",1500,1805569
ACCENTMIC-ST,"ACCENT MICROCELL",257,5246977
ACCORD-SM,"ACCORD SYNERGY",22,5431553
ACCPL-SM,"ACCRETION PHARMA",58.8,193797377
ACCURACY,"ACCURACY SHIPPING",6.9,375041
ACE,"ACTION CONST EQUIP",1072,3478273
ACEINTEG,"ACE INTEGRATED SOLU.",23.9,3015425
ACI,"ARCHEAN CHEMICAL IND",643.7,3078145
ACL-BE,"ANDHRA CEMENTS",85.55,3950337
ACLGATI,"ALLCARGO GATI",58.02,3504129
ACMESOLAR,"ACME SOLAR HOLDINGS",281.45,6927617
ACTIVEINFR-SM,"ACTIVE INFRASTRUCTURES L",176.7,7798785
ACUTAAS,"ACUTAAS CHEMICALS",1425,1427969
ADANIENSOL,"ADANI ENERGY SOLUTION",931.8,2615553
ADANIENT,"ADANI ENTERPRISES",2547,6401
ADANIGREEN,"ADANI GREEN ENERGY",1052,912129
ADANIPORTS,"ADANI PORT & SEZ",1395.4,3861249
ADANIPOWER,"ADANI POWER",148.7,4451329
ADFFOODS,"ADF FOODS",205.58,5058817
ADL,"ARCHIDPLY DECOR",93,62721
ADOR,"ADOR WELDING",1008.6,8705
ADROITINFO,"ADROIT INFOTECH",10.88,1267969
ADSL,"ALLIED DIGITAL SERV.",191.75,3792129
ADVANCE-BE,"ADVANCE AGROLIFE",105.2,194407169
ADVANIHOTR,"ADVANI HOT.& RES.(I)",60,3774721
ADVENZYMES,"ADVANCED ENZYME TECH",310.7,4617985
AEGISLOG,"AEGIS LOGISTICS",809.9,10241
AEGISVOPAK,"AEGIS VOPAK TERMINALS",268,193878017
AEL120924-N2,"AEL120924-N2",1075.77,6471681
AEL120924A-N5,"AEL120924A-N5",1181.99,6474753
AEL120924B-N8,"AEL120924B-N8",1075,6476289
AEL170725-ND,"AEL170725-ND",1015,194015489
AEL170725A-NG,"AEL170725A-NG",1012,194016257
AEL17725-NA,"AEL17725-NA",1003.11,194014721
AEROENTER,"AEROFLEX ENTERPRISES",89.72,3075841
AEROFLEX,"AEROFLEX INDUSTRIES",173.3,4676609
AERON-SM,"AERON COMPOSITE",107,6416641
AERONEU,"AEROFLEX NEU",90,3504385
AESTHETIK-SM,"AESTHETIK ENGINEERS",127,6356481
AETHER,"AETHER INDUSTRIES",750,2511361
AFCONS,"AFCONS INFRASTRUCTURE",465,6650113
AFFLE,"AFFLE 3I",1953,2903809
AFFORDABLE,"AFFORD ROBO & AUTO",246.43,6618881
AFIL,"AKME FINTRADE (INDIA)",8.58,6184705
AFSL,"ABANS FINANCIAL SRVCS",201.06,3401729
AGARIND,"AGARWAL INDS CORP",896.4,867585
AGARWALEYE,"DR AGARWALS HEALTH CARE L",506,7539713
AGARWALFT-SM,"AGARWAL FLOAT GLASS I",65.9,3651329
AGARWALTUF-SM,"AGARWAL TOUGH GLASS IND L",160,6991105
AGI,"AGI GREENPAC",880,361473
AGIIL,"AGI INFRA",1238.1,6257921
AGNI-ST,"AGNI GREEN POWER",26,2687489
AGRITECH,"AGRI-TECH (INDIA)",131.51,2834433
AGROPHOS-BE,"AGRO PHOS INDIA",42.5,2330881
AGSTRA-BZ,"AGS TRANSACT TECH",4.79,194355713
AGUL-SM,"A G UNIVERSAL",67,3877633
AHCL-BE,"ANLON HEALTHCARE",130.92,194296065
AHIMSA-ST,"AHIMSA INDUSTRIES",24.5,2757121
AHLADA,"AHLADA ENGINEERS",61.61,513025
AHLEAST,"ASIAN HOTELS (EAST)",154.75,4976129
AHLUCONT,"AHLUWALIA CONT IND",980,4565249
AIAENG,"AIA ENGINEERING",3267,3350017
AIIL,"AUTHUM INVEST & INFRA",3290,6029569
AILIMITED-SM,"ABHISHEK INTEGRATIONS",38.5,1184257
AIMTRON-SM,"AIMTRON ELECTRONICS",688,6139905
AIRAN,"AIRAN",23.85,2533633
AIROLAM,"AIRO LAM",112.4,1553409
AIRTELPP-E1,"AIRTEL RS. 1.25 PPD UP",1466.25,1647361
AISL-SM,"ANI INTEGRATED SERV",94.25,123393
AJANTPHARM,"AJANTA PHARMA",2430,2079745
AJAXENGG,"AJAX ENGINEERING",628.55,7583745
AJMERA,"AJMERA REALTY & INF I",1015,4430593
AJOONI,"AJOONI BIOTECH",5.11,871169
AKANKSHA-SM,"AKANKSHA POWER N INFRA L",94.45,5406977
AKASH,"AKASH INFRA-PROJECTS",29.45,3458561
AKG,"AKG EXIM",13.5,557057
AKI-BE,"AKI INDIA",8.9,3813121
AKIKO-ST,"AKIKO GLOBAL SERVICES L",255.5,6222593
AKSHAR,"AKSHAR SPINTEX",0.7,2446849
AKSHARCHEM,"AKSHARCHEM INDIA",267.55,5165569
AKSHOPTFBR,"AKSH OPTIFIBRE",7.85,2199297
AKUMS,"AKUMS DRUGS AND PHARMA L",445.5,6327041
AKZOINDIA,"AKZO NOBEL INDIA",3326,375553
ALANKIT,"ALANKIT",12.29,2539777
ALBERTDAVD,"ALBERT DAVID",800,4417537
ALEMBICLTD,"ALEMBIC",100.19,20225
ALICON,"ALICON CASTALLOY",851.05,3495937
ALIVUS,"ALIVUS LIFE SCIENCES",942,1347841
ALKALI,"ALKALI METALS",101.05,4341505
ALKEM,"ALKEM LABORATORIES",5472,2995969
ALKYLAMINE,"ALKYL AMINES CHEM.",1835,1148673
ALLCARGO,"ALLCARGO LOGISTICS",31.54,3456257
ALLDIGI,"ALLDIGI TECH",893,3020289
ALLETEC-SM,"ALL E TECHNOLOGIES",258,3379969
ALLTIME,"ALL TIME PLASTICS",264.4,194162689
ALMONDZ,"ALMONDZ GLOBAL SEC",18.01,4280065
ALOKINDS,"ALOK INDUSTRIES",17.3,4524801
ALPA,"ALPA LABORATORIES",89,3801089
ALPEXSOLAR-SM,"ALPEX SOLAR",1107.5,5808129
ALPHA,"KOTAKMAMC - KOTAKALPHA",48.5,1897473
ALPHAETF,"MIRAEAMC - ALPHAETF",25.14,5027841
ALPHAGEO,"ALPHAGEO (INDIA)",246.61,3736833
ALPL30IETF,"ICICIPRAMC - ICICIALPLV",27.39,5720065
ALPSINDUS-BE,"ALPS INDUSTRIES",1.82,1951489
ALUWIND-SM,"ALUWIND INFRA-TECH",83.55,6009345
AMANTA,"AMANTA HEALTHCARE",132.9,194280705
AMBANIORGO-SM,"AMBANI ORGOCHEM",139.9,1045249
AMBER,"AMBER ENTERPRISES (I)",8250,303361
AMBEY-SM,"AMBEY LABORATORIES",42,6250241
AMBICAAGAR,"AMBICA AGAR & AROMAINDLTD",25.44,2942977
AMBIKCO,"AMBIKA COTTON MILL",1409,3899905
AMBUJACEM,"AMBUJA CEMENTS",565.8,325121
AMCL-ST,"ANB METAL CAST",276,194158081
AMDIND,"AMD INDUSTRIES",59.9,3685889
AMEYA-SM,"AMEYA PRECISION ENG",100.9,2789889
AMIABLE-SM,"AMIABLE LOGISTICS (I)",65,3056385
AMJLAND,"AMJ LAND HOLDINGS",54.99,665089
AMJUMBO-SM,"A AND M JUMBO BAGS",8.2,346369
AMNPLST,"AMINES & PLASTICIZERS",210,5085953
AMRUTANJAN,"AMRUTAJAN HEALTH",710,4492033
ANANDRATHI,"ANAND RATHI WEALTH",2951.7,1829121
ANANTRAJ,"ANANT RAJ",694,3486721
ANDHRAPAP,"ANDHRA PAPER",79.5,42497
ANDHRSUGAR,"ANDHRA SUGARS",80.86,34817
ANGELONE,"ANGEL ONE",2265,82945
ANIKINDS,"ANIK INDUSTRIES",63.5,4264193
ANKITMETAL-BZ,"ANKIT MET & POW",1.94,6624769
ANLON-SM,"ANLON TECHNOLOGY SOL",427,3496193
ANMOL,"ANMOL INDIA",15.27,954113
ANNAPURNA-SM,"ANNAPURNA SWADISHT",238,2866689
ANONDITA-SM,"ANONDITA MEDICARE",434,194237441
ANSALAPI-BZ,"ANSAL PROP & INFRA",4.4,5037313
ANTELOPUS,"ANTELOPUS SELAN ENRGY",544,3481089
ANTGRAPHIC,"ANTARCTICA",1.08,1329665
ANTHEM,"ANTHEM BIOSCIENCES",772.6,194018561
ANUHPHR,"ANUH PHARMA",82,7248385
ANUP,"THE ANUP ENGINEERING",2394.4,2307585
ANURAS,"ANUPAM RASAYAN INDIA",1101,724225
ANYA-SM,"ANYA POLYTECH & FERTI",24,7419649
ANZEN-IV,"ANZEN IND ENE YLD PLU TRU",118.5,3057921
AONEGOLD,"AONEAMC - AONEGOLD",11.51,194279425
AONELIQUID,"AONEAMC - AONELIQUID",1028.97,7800833
AONENIFTY,"AONEAMC - AONENIFTY",10.3,193816577
AONETOTAL,"AONEAMC - AONETOTAL",11.76,7673601
APARINDS,"APAR INDUSTRIES",8437,2941697
APCL,"ANJANI PORTLAND CEM",129.87,5235969
APCOTEXIND,"APCOTEX INDUSTRIES LIMITE",362.95,39425
APEX,"APEX FROZEN FOODS",220.6,5535489
APEXECO-SM,"APEX ECOTECH",136,6985729
APLAPOLLO,"APL APOLLO TUBES",1735,6599681
APLLTD,"ALEMBIC PHARMA",928.5,6483969
APOLLO,"APOLLO MICRO SYSTEMS",331.2,290305
APOLLOHOSP,"APOLLO HOSPITALS ENTER. L",7700,40193
APOLLOPIPE,"APOLLO PIPES",333,3676417
APOLLOTYRE,"APOLLO TYRES",488,41729
APOLSINHOT,"APOLLO SINDOORI HOTEL",1306.2,1613313
APRAMEYA-SM,"APRAMEYA ENGINEERING",250,6307329
APS-SM,"AUSTRALIAN PREM SOLAR I L",464,5491457
APTECHT,"APTECH",119.8,2753281
APTUS,"APTUS VALUE HSG FIN I",309.8,1391361
ARABIAN-SM,"ARABIAN PETROLEUM",70.2,4928769
ARCHIDPLY,"ARCHIDPLY IND.",103.01,4299521
ARCHIES,"ARCHIES",20.93,1456129
ARCIIL-SM,"ARC INSULATION & INSU",94.1,194219521
ARE&M,"AMARA RAJA ENERGY MOB",996.7,25601
ARENTERP,"RAJDARSHAN INDUSTRIES",48.35,46337
ARFIN-BE,"ARFIN INDIA",49.25,194227969
ARHAM-SM,"ARHAM TECHNOLOGIES",100.5,3351553
ARIES,"ARIES AGRO",389.1,3892225
ARIHANTACA-ST,"ARIHANT ACADEMY",495,3417089
ARIHANTCAP,"ARIHANT CAPITAL MKTS",113.8,976129
ARIHANTSUP,"ARIHANT SUPERSTRUCT",435,5160705
ARISINFRA,"ARISINFRA SOLUTIONS",159,193949185
ARISTO-SM,"ARISTO BIO T AND LIFESC L",136,3565057
ARKADE,"ARKADE DEVELOPERS",165.92,6501889
ARMANFIN,"ARMAN FIN SERV",1566.1,4419329
AROGRANITE,"ARO GRANITE IND.",36.8,3726593
ARROWGREEN,"ARROW GREENTECH",535.95,2370561
ARSHIYA-BZ,"ARSHIYA",1.88,7427841
ARSSBL,"ANAND RATHI SH N STK BR L",445.95,194548737
ARTEMISMED,"ARTEMIS MED SERVICE",235.6,4329729
ARTNIRMAN,"ART NIRMAN",49.6,1575937
ARUNAYA-ST,"ARUNAYA ORGANICS",21.5,193766145
ARVEE,"ARVEE LABORATORIES I",161.99,720385
ARVIND,"ARVIND",286.15,49409
ARVINDFASN,"ARVIND FASHIONS",502.9,2332417
ARVINDPORT-SM,"ARVIND PORT AND INFRA",48,5012225
ARVSMART,"ARVIND SMARTSPACES",603.95,2676993
ASAHIINDIA,"ASAHI INDIA GLASS",866.05,1376769
ASAHISONG,"ASAHI SONGWON COLOR",285.45,6422529
ASAL,"AUTOMOTIVE STAMPINGS & AS",562.5,2722305
ASALCBR,"ASSO ALCOHOLS & BREW",1019.6,4505089
ASCOM-ST,"ASCOM LEASIN & INVEST",106.05,3847681
ASHALOG-SM,"ASHAPURA LOGISTICS",69.45,6326017
ASHAPURMIN,"ASHAPURA MINECHEM",671,51969
ASHIANA,"ASHIANA HOUSING",296,6247169
ASHIMASYN,"ASHIMA",21.95,52737
ASHOKA,"ASHOKA BUILDCON",191.55,5166593
ASHOKAMET,"ASHOKA METCAST",16.8,4337409
ASHOKLEY,"ASHOK LEYLAND",138.84,54273
ASIANENE,"ASIAN ENERGY SERVICES",347.25,1799681
ASIANHOTNR,"ASIAN HOTELS (NORTH)",337.9,4716033
ASIANPAINT,"ASIAN PAINTS",2340,60417
ASIANTILES,"ASIAN GRANITO IND.",57.41,3811585
ASKAUTOLTD,"ASK AUTOMOTIVE",487.9,5158913
ASLIND-ST,"ASL INDUSTRIES",67.6,5248769
ASMS-BE,"BARTRONICS INDIA",13.29,3601665
ASPINWALL,"ASPINWALL & CO",260.5,4421121
ASPIRE-SM,"ASPIRE & INNOVATIVE ADV L",21.15,5989377
ASTEC,"ASTEC LIFESCIENCES",763,4538369
ASTERDM,"ASTER DM HEALTHCARE",696.05,386049
ASTRAL,"ASTRAL",1399.7,3691009
ASTRAMICRO,"ASTRA MICROWAVE",1169.9,2974209
ASTRAZEN,"ASTRAZENECA PHARMA IND LT",9230,1436161
ASTRON,"ASTRON PAPER BORD MIL",11.2,223745
ATALREAL,"ATAL REALTECH",22.9,4006145
ATAM,"ATAM VALVES",88.9,3943425
ATCENERGY-SM,"ATC ENERGIES SYSTEM",46.5,193638913
ATGL,"ADANI TOTAL GAS",627.95,1552897
ATHERENERG,"ATHER ENERGY",623.75,193957121
ATL,"ALLCARGO TERMINALS",35.55,4551169
ATLANTAA-BE,"ATLANTAA",61.41,3476993
ATLANTAELE,"ATLANTA ELECTRICALS",882,194305793
ATLASCYCLE,"ATLAS CYCLE (HARYANA)",117.07,1169409
ATMASTCO-SM,"ATMASTCO",204,5832961
ATUL,"ATUL",5991,67329
ATULAUTO,"ATUL AUTO",505,7685889
AUBANK,"AU SMALL FINANCE BANK",760.3,5436929
AURDIS-SM,"AURANGABAD DISTILLERY",132.25,4803073
AURIONPRO,"AURIONPRO SOLN",1106.3,3077633
AUROIMPEX-SM,"AURO IMPEX & CHEMICALS L",48,4062465
AUROPHARMA,"AUROBINDO PHARMA",1118.9,70401
AURUM,"AURUM PROPTECH",166.78,2639361
AUSL-ST,"ADITYA ULTRA STEEL",34.5,6464257
AUSOMENT,"AUSOM ENTERPRISE",107.43,1033473
AUTOAXLES,"AUTOMOTIVE AXLES",1720,71169
AUTOBEES,"NIPPONAMC - NETFAUTO",273.6,2017281
AUTOIETF,"ICICIPRAMC - ICICIAUTO",27.38,2008065
AUTOIND,"AUTOLINE INDUSTRIES",71.9,3611137
AVADHSUGAR,"AVADH SUG & ENERGY",437.8,5479937
AVALON,"AVALON TECHNOLOGIES",1225.2,3854849
AVANTEL,"AVANTEL",207.23,6300161
AVANTIFEED,"AVANTI FEEDS",640,2031617
AVG,"AVG LOGISTICS",240.7,3990785
AVIANSH-SM,"AVI ANSH TEXTILE",100,6533121
AVL,"ADITYA VISION",556.4,6651905
AVONMORE,"AVONMORE CAP&MGT SERV",19.19,3470593
AVPINFRA-SM,"AVP INFRACON",165,5928705
AVROIND,"AVRO INDIA",146.05,2259713
AVSL-ST,"AVSL INDUSTRIES",120,4785409
AVTNPL,"AVT NATURAL PRODUCTS",69.23,3586049
AWFIS,"AWFIS SPACE SOLUTIONS",598,6109185
AWHCL,"ANTONY WASTE HDG CELL",525.6,460033
AWL,"AWL AGRI BUSINESS",268.3,2076161
AXISBANK,"AXIS BANK",1168.1,1510401
AXISBNKETF,"AXISAMC - AXISBNKETF",577.5,267265
AXISBPSETF,"AXISAMC - AXISBPSETF",12.98,903681
AXISCADES-BE,"AXISCADES TECH",1688,2416641
AXISCETF,"AXISAMC - AXISCETF",126.98,1467393
AXISGOLD,"AXIS MF - AXIS GOLD ETF",102.44,5256193
AXISHCETF,"AXISAMC - AXISHCETF",148.58,923649
AXISILVER,"AXISAMC - AXISILVER",160.04,2865409
AXISNIFTY,"AXISAMC - AXISNIFTY",275.63,5440513
AXISTECETF,"AXISAMC - AXISTECETF",384.41,770561
AXISVALUE,"AXISAMC - AXISVALUE",29.78,7719681
AXITA,"AXITA COTTON",8.42,2534913
AXSENSEX,"AXISAMC - AXSENSEX",84.31,3773953
AYMSYNTEX,"AYM SYNTEX",186.9,2632961
AZAD,"AZAD ENGINEERING",1640,5351681
BABAFP-SM,"BABA FOOD PROCESSING",34.75,5156097
BAFNAPH-BE,"BAFNA PHARMACEUTICALS",162.47,4540161
BAGDIGITAL-ST,"B.A.G.CONVERGENCE",100.75,194412289
BAGFILMS,"B.A.G FILMS AND MEDIA",7.1,2873857
BAHETI-SM,"BAHETI RECYCLING IND",569,3325185
BAIDFIN,"BAID FINSERV",10.56,3531265
BAJAJ-AUTO,"BAJAJ AUTO",8812,4267265
BAJAJCON,"BAJAJ CONSUMER CARE",247.71,4999937
BAJAJELEC,"BAJAJ ELECT.LTD",538,3848705
BAJAJFINSV,"BAJAJ FINSERV",2014.6,4268801
BAJAJHCARE,"BAJAJ HEALTHCARE",469.5,1756929
BAJAJHFL,"BAJAJ HOUSING FINANCE",110.15,6469121
BAJAJHIND,"BAJAJ HINDUSTHAN SUGAR LT",22.05,78849
BAJAJHLDNG,"BAJAJ HOLDINGS & INVS",11903,78081
BAJAJINDEF,"INDEF MANUFACTURING",410.45,7597569
BAJEL,"BAJEL PROJECTS",200.73,5255937
BAJFINANCE,"BAJAJ FINANCE",1022.5,81153
BALAJEE,"SHREE TIRUPATI BALAJEE L",52.27,6451969
BALAJIPHOS-ST,"BALAJI PHOSPHATES",154,7688449
BALAJITELE,"BALAJI TELEFILMS",124.9,2344449
BALAMINES,"BALAJI AMINES",1361.7,3712257
BALAXI,"BALAXI PHARMA",42.8,2895105
BALCO-SM,"SOLVE PLASTIC PRODUCTS L",28.95,6369025
BALKRISHNA,"BALKRISHNA PAPER MILLS L",23.92,2606337
BALKRISIND,"BALKRISHNA IND.",2280,85761
BALMLAWRIE,"BALMER LAWRIE & CO",205.7,86529
BALPHARMA,"BAL PHARMA",83.18,3440897
BALRAMCHIN,"BALRAMPUR CHINI MILLS",478.15,87297
BALUFORGE,"BALU FORGE INDUSTRIES",646,6043393
BANARBEADS,"BANARAS BEADS",148,88833
BANARISUG,"BANNARI AMMAN SUGARS",3273,89601
BANCOINDIA,"BANCO PRODUCTS (I)",808,3553281
BANDHANBNK,"BANDHAN BANK",163.28,579329
BANG,"BANG OVERSEAS",53.65,3917569
BANKA,"BANKA BIOLOO",85.15,210433
BANKBARODA,"BANK OF BARODA",264.5,1195009
BANKBEES,"NIP IND ETF BANK BEES",580,2928385
BANKBETF,"BFAM - BANKBETF",56.9,5628417
BANKETF,"MIRAEAMC - BANKETF",569.7,4459265
BANKETFADD,"DSPAMC - DSPBANKETF",57.41,3492865
BANKIETF,"ICICIPRAMC - IPRU5008",57.57,2825473
BANKINDIA,"BANK OF INDIA",125.85,1214721
BANKNIFTY1,"KOTAKMAMC-KOTAKBKETF",580.98,1497857
BANKPSU,"MIRAEAMC - BANKPSU",76.05,6585601
BANSALWIRE,"BANSAL WIRE INDUSTRIES L",331.1,6242817
BANSWRAS,"BANSWARA SYNTEX",125,3714817
BARBEQUE,"BARBEQUE NATION HOSP.",224.7,800513
BARFLEX-SM,"BARFLEX POLYFILMS",74,7469057
BASF,"BASF INDIA",4667.1,94209
BASILIC-SM,"BASILIC FLY STUDIO",364.35,4721153
BASML,"BANNARI AM SPIN MILL",26.28,3080705
BATAINDIA,"BATA INDIA",1172.9,94977
BAWEJA-SM,"BAWEJA STUDIOS",45.65,5778177
BAYERCROP,"BAYER CROPSCIENCE",5031.5,4589313
BBETF0432,"EDELAMC - BBETF0432",1299,1842177
BBL,"BHARAT BIJLEE",3315,3522817
BBNPNBETF,"BARODABNP - BBNPNBETF",56.28,6173953
BBNPPGOLD,"BARODABNP - BBNPPGOLD",118.9,5260033
BBOX,"BLACK BOX",548,879361
BBTC,"BOMBAY BURMAH TRADING COR",1844,97281
BBTCL,"B&B TRIPLEWALL CONT",189,3111169
BCG,"BRIGHTCOM GROUP",14.36,2261249
BCLIND,"BCL INDUSTRIES",40.12,643329
BCONCEPTS-BE,"BRAND CONCEPTS",344.05,1992449
BDL,"BHARAT DYNAMICS",1524.1,548865
BDR-IT,"BDR BUILDCON",87.65,1099265
BEACON-SM,"BEACON TRUSTEESHIP",59.8,6124033
BEARDSELL,"BEARDSELL",33.38,4590849
BECTORFOOD,"MRS BECTORS FOOD SPE",1262.6,416769
BEDMUTHA,"BEDMUTHA INDUST",137.5,5170177
BEL,"BHARAT ELECTRONICS",409.9,98049
BELLACASA,"BELLA CASA FASH AND RET L",398,194032129
BELRISE,"BELRISE INDUSTRIES",156,193818113
BEML,"BEML",4365,101121
BEPL,"BHANSALI ENG. POLYMERS LT",101.48,107265
BERGEPAINT,"BERGER PAINTS (I)",532.05,103425
BESTAGRO,"BEST AGROLIFE",339.9,590337
BETA-SM,"BETA DRUGS",1747,20737
BEWLTD-SM,"BEW ENGINEERING",140.5,1449473
BFINVEST,"BF INVESTMENT",477,5404929
BFSI,"MIRAEAMC - MAFSETF",27.55,1336321
BFUTILITIE,"BF UTILITIES",805,3729153
BGRENERGY-BE,"BGR ENERGY SYSTEMS",319.6,3889409
BHADORA-SM,"BHADORA INDUSTRIES",94.5,194105601
BHAGCHEM,"BHAGIRADHA CHEM & INDS L",247.8,1577985
BHAGERIA,"BHAGERIA INDUSTRIES",183,3430401
BHAGYANGR-BE,"BHAGYANAGAR INDIA",100.5,5324545
BHANDARI,"BHANDARI HOSIERY EXP",4.6,5006337
BHARATFORG,"BHARAT FORGE",1212,108033
BHARATGEAR-BE,"BHARAT GEARS",121.9,2405633
BHARATRAS,"BHARAT RASAYAN",9600,981505
BHARATSE,"BHARAT SEATS",215.6,7742465
BHARATWIRE,"BHARAT WIRE ROPES",160.39,4127489
BHARTIARTL,"BHARTI AIRTEL",1941,2714625
BHARTIHEXA,"BHARTI HEXACOM",1746.1,6013185
BHEL,"BHEL",239.45,112129
BIKAJI,"BIKAJI FOODS INTERN",732.15,3063297
BIKEWO-SM,"BIKEWO GREEN TECH",15,6534145
BIL,"BHARTIYA INTERNATIONAL",807.2,2009089
BILVYAPAR,"BIL VYAPAR",12.02,3488001
BIOCON,"BIOCON",352.5,2911489
BIOFILCHEM,"BIOFIL CHEM & PHARMA",40.99,1058817
BIRDYS-ST,"GRILL SPLENDOUR SER",129,6031873
BIRET-RR,"BROOKFIELD INDIA RET",344.76,563969
BIRLACABLE,"BIRLA CABLE",158,122113
BIRLACORPN,"BIRLA CORPORATION",1185.8,122881
BIRLAMONEY,"ADITYA BIRLA MONEY",175.64,3901185
BIRLANU,"BIRLANU",1925,372481
BLACKBUCK,"BLACKBUCK",679.15,6948865
BLAL,"BEML LAND ASSETS",209,3857153
BLBLIMITED,"BLB",15.98,2081793
BLISSGVS,"BLISS GVS PHARMA",157.9,4931841
BLKASHYAP,"B.L.KASHYAP & SON",58.53,3402241
BLS,"BLS INTL SERVS",336.5,4423425
BLSE,"BLS E-SERVICES",183.55,5776897
BLUECOAST-BE,"BLUE COAST HOTELS",54.25,2189313
BLUEDART,"BLUE DART EXPRESS",5500,126721
BLUEJET,"BLUE JET HEALTHCARE",653,5039617
BLUEPEBBLE-SM,"BLUE PEBBLE",173.85,5992961
BLUESTARCO,"BLUE STAR",1896,2127617
BLUESTONE,"BLUESTONE JEWEL LFSTL",760,194378497
BLUEWATER-SM,"BLUE WATER LOGISTICS",162,194094593
BLUSPRING,"BLUSPRING ENTERPRISES",78.95,193925121
BMETRICS-SM,"BOMBAY METRICS S C",48.85,1549313
BMWVENTLTD-BE,"BMW VENTURES",57.55,194369793
BODALCHEM,"BODAL CHEMICALS",60.7,6404353
BOHRAIND,"BOHRA INDUSTRIES",21.75,2979841
BOMDYEING,"BOMBAY DYEING & MFG. CO L",171.21,131329
BORANA,"BORANA WEAVES",224.35,194027265
BOROLTD,"BOROSIL",346.75,4966657
BORORENEW,"BOROSIL RENEWABLES",604,806145
BOROSCI,"BOROSIL SCIENTIFIC",136.57,6147585
BOSCHLTD,"BOSCH",38495,558337
BOSS-SM,"BOSS PACKAGING SOLU",43.85,6430465
BPCL,"BHARAT PETROLEUM CORP  LT",344.5,134657
BPL,"BPL",76.9,135681
BRACEPORT-SM,"BRACE PORT LOGISTICS",77,6375681
BRIGADE,"BRIGADE ENTER.",920,3887105
BRIGHOTEL,"BRIGADE HOTEL VENTURE",81,193995265
BRITANNIA,"BRITANNIA INDUSTRIES",5877,140033
BRNL,"BHARAT ROAD NETWORK",24.81,5550849
BROOKS,"BROOKS LAB",131.49,6434817
BSE,"BSE",2332,5013761
BSE500IETF,"ICICIPRAMC - ICICI500",39.21,768257
BSHSL,"BOMBAY SUPER HYBRID SEEDS",124.11,207105
BSL,"BSL",161.03,143105
BSLGOLDETF,"ADITYBIRLA SL GOLD ETF-GR",109,6093825
BSLNIFTY,"ADITYBIRLA SL NIF ETF-GR",29.18,6343937
BSLSENETFG,"BIRLASLAMC - BSLSENETFG",82.07,1524993
BSOFT,"BIRLASOFT",359.75,1790465
BTML,"BODHI TREE MULTIMEDIA",8.55,3622401
BULKCORP-ST,"BULKCORP INTERNATIONAL L",75,6324225
BUTTERFLY,"BTRFLY GANDHI APPL",702.75,695297
BVCL-BE,"BARAK VALLEY CEM.",48,3859713
BYKE,"THE BYKE HOSPITALITY",68.79,2027265
C2C-ST,"C2C ADVANCED SYSTEMS",647.35,6982913
CADSYS-SM,"CADSYS (INDIA)",70,5586689
CAGL25A-N4,"CAGL25A-N4",1306,3188737
CAGL26-NA,"CAGL26-NA",1183,4729089
CAGL27-NC,"CAGL27-NC",1190,4732161
CAGL27A-N6,"CAGL27A-N6",1300,3192577
